EventCounter,Sync,Aux,Fz,Mx,My,COPx,COPy
150955.000000,0.000000,0.000000,553.283203,33.123638,-4.153254,0.007507,0.059867
150956.000000,0.000000,0.000000,553.093750,33.083813,-4.153162,0.007509,0.059816
150957.000000,0.000000,0.000000,553.093750,33.083813,-4.153162,0.007509,0.059816
150958.000000,0.000000,0.000000,553.093750,33.083813,-4.153162,0.007509,0.059816
150959.000000,0.000000,0.000000,553.094238,33.123302,-4.153193,0.007509,0.059887
150960.000000,0.000000,0.000000,552.905762,33.123119,-4.108667,0.007431,0.059907
150961.000000,0.000000,0.000000,552.999512,33.103466,-4.130915,0.007470,0.059862
150962.000000,0.000000,0.000000,552.999512,33.063854,-4.086603,0.007390,0.059790
150963.000000,0.000000,0.000000,552.999512,33.063854,-4.086603,0.007390,0.059790
150964.000000,0.000000,0.000000,552.810059,33.063564,-4.130823,0.007472,0.059810
150965.000000,0.000000,0.000000,552.810059,33.063564,-4.130823,0.007472,0.059810
150966.000000,0.000000,0.000000,552.715332,33.043728,-4.108545,0.007433,0.059784
150967.000000,0.000000,0.000000,552.716309,33.083218,-4.108576,0.007433,0.059856
150968.000000,0.000000,0.000000,552.526855,33.043377,-4.108484,0.007436,0.059804
150969.000000,0.000000,0.000000,552.620605,33.023724,-4.130732,0.007475,0.059758
150970.000000,0.000000,0.000000,552.810059,33.024014,-4.086512,0.007392,0.059738
150971.000000,0.000000,0.000000,552.526855,33.043377,-4.108484,0.007436,0.059804
150972.000000,0.000000,0.000000,552.526855,33.043377,-4.108484,0.007436,0.059804
150973.000000,0.000000,0.000000,552.620605,33.023724,-4.130732,0.007475,0.059758
150974.000000,0.000000,0.000000,552.525879,32.964275,-4.064142,0.007356,0.059661
150975.000000,0.000000,0.000000,552.431641,32.983990,-4.086176,0.007397,0.059707
150976.000000,0.000000,0.000000,552.336914,32.963985,-4.108362,0.007438,0.059681
150977.000000,0.000000,0.000000,552.241699,32.943996,-4.130518,0.007480,0.059655
150978.000000,0.000000,0.000000,552.336914,32.963985,-4.108362,0.007438,0.059681
150979.000000,0.000000,0.000000,552.336914,32.963985,-4.108362,0.007438,0.059681
150980.000000,0.000000,0.000000,552.431152,32.944271,-4.086329,0.007397,0.059635
150981.000000,0.000000,0.000000,552.147949,32.963650,-4.108271,0.007441,0.059701
150982.000000,0.000000,0.000000,552.147461,32.924160,-4.108240,0.007440,0.059629
150983.000000,0.000000,0.000000,552.147461,32.924160,-4.108240,0.007440,0.059629
150984.000000,0.000000,0.000000,552.053223,32.904263,-4.085962,0.007401,0.059603
150985.000000,0.000000,0.000000,552.052734,32.904156,-4.130426,0.007482,0.059603
150986.000000,0.000000,0.000000,552.052734,32.904156,-4.130426,0.007482,0.059603
150987.000000,0.000000,0.000000,551.958008,32.884258,-4.108149,0.007443,0.059577
150988.000000,0.000000,0.000000,551.958008,32.884258,-4.108149,0.007443,0.059577
150989.000000,0.000000,0.000000,551.958008,32.884258,-4.108149,0.007443,0.059577
150990.000000,0.000000,0.000000,551.863281,32.864254,-4.130335,0.007484,0.059551
150991.000000,0.000000,0.000000,551.863281,32.864254,-4.130335,0.007484,0.059551
150992.000000,0.000000,0.000000,551.862793,32.824764,-4.130304,0.007484,0.059480
150993.000000,0.000000,0.000000,551.769043,32.844418,-4.108057,0.007445,0.059526
150994.000000,0.000000,0.000000,551.769043,32.844418,-4.108057,0.007445,0.059526
150995.000000,0.000000,0.000000,551.769043,32.844418,-4.108057,0.007445,0.059526
150996.000000,0.000000,0.000000,551.673828,32.824429,-4.130243,0.007487,0.059500
150997.000000,0.000000,0.000000,551.862793,32.824764,-4.130304,0.007484,0.059480
150998.000000,0.000000,0.000000,551.768555,32.804897,-4.108027,0.007445,0.059454
150999.000000,0.000000,0.000000,551.768066,32.765194,-4.108179,0.007445,0.059382
151000.000000,0.000000,0.000000,551.768066,32.765194,-4.108179,0.007445,0.059382
151001.000000,0.000000,0.000000,551.862793,32.785183,-4.085993,0.007404,0.059408
151002.000000,0.000000,0.000000,551.862793,32.785183,-4.085993,0.007404,0.059408
151003.000000,0.000000,0.000000,551.768555,32.804897,-4.108027,0.007445,0.059454
151004.000000,0.000000,0.000000,551.862305,32.745541,-4.130457,0.007485,0.059336
151005.000000,0.000000,0.000000,551.767090,32.725536,-4.152643,0.007526,0.059310
151006.000000,0.000000,0.000000,551.862305,32.785061,-4.130457,0.007485,0.059408
151007.000000,0.000000,0.000000,551.862305,32.745541,-4.130457,0.007485,0.059336
151008.000000,0.000000,0.000000,551.672852,32.705669,-4.130365,0.007487,0.059285
151009.000000,0.000000,0.000000,551.672852,32.705669,-4.130365,0.007487,0.059285
151010.000000,0.000000,0.000000,551.861816,32.706020,-4.130426,0.007485,0.059265
151011.000000,0.000000,0.000000,552.050293,32.705975,-4.175135,0.007563,0.059245
151012.000000,0.000000,0.000000,551.861816,32.705761,-4.130610,0.007485,0.059264
151013.000000,0.000000,0.000000,551.955566,32.686108,-4.152857,0.007524,0.059219
151014.000000,0.000000,0.000000,551.955566,32.686108,-4.152857,0.007524,0.059219
151015.000000,0.000000,0.000000,552.049805,32.666454,-4.175104,0.007563,0.059173
151016.000000,0.000000,0.000000,552.144043,32.646740,-4.153070,0.007522,0.059127
151017.000000,0.000000,0.000000,552.238770,32.666546,-4.131067,0.007481,0.059153
151018.000000,0.000000,0.000000,552.050293,32.666454,-4.130823,0.007483,0.059173
151019.000000,0.000000,0.000000,552.144043,32.646740,-4.153070,0.007522,0.059127
151020.000000,0.000000,0.000000,552.239258,32.666744,-4.130884,0.007480,0.059153
151021.000000,0.000000,0.000000,552.144531,32.646679,-4.108789,0.007442,0.059127
151022.000000,0.000000,0.000000,552.238770,32.666607,-4.175348,0.007561,0.059153
151023.000000,0.000000,0.000000,552.427734,32.666958,-4.175409,0.007558,0.059133
151024.000000,0.000000,0.000000,552.332520,32.646954,-4.197596,0.007600,0.059107
151025.000000,0.000000,0.000000,552.332520,32.607235,-4.197718,0.007600,0.059036
151026.000000,0.000000,0.000000,552.426758,32.587460,-4.175653,0.007559,0.058990
151027.000000,0.000000,0.000000,552.332031,32.567593,-4.153376,0.007520,0.058964
151028.000000,0.000000,0.000000,552.427246,32.587597,-4.131220,0.007478,0.058990
151029.000000,0.000000,0.000000,552.426758,32.587460,-4.175653,0.007559,0.058990
151030.000000,0.000000,0.000000,552.237793,32.587368,-4.175440,0.007561,0.059010
151031.000000,0.000000,0.000000,552.332031,32.567593,-4.153376,0.007520,0.058964
151032.000000,0.000000,0.000000,552.426270,32.547878,-4.131342,0.007479,0.058918
151033.000000,0.000000,0.000000,552.332031,32.567593,-4.153376,0.007520,0.058964
151034.000000,0.000000,0.000000,552.427246,32.587597,-4.131220,0.007478,0.058990
151035.000000,0.000000,0.000000,552.520996,32.567745,-4.153620,0.007518,0.058944
151036.000000,0.000000,0.000000,552.426270,32.547878,-4.131342,0.007479,0.058918
151037.000000,0.000000,0.000000,552.426270,32.547939,-4.175623,0.007559,0.058918
