EventCounter,Sync,Aux,Fz,Mx,My,COPx,COPy
165979.000000,0.000000,0.000000,699.016602,8.720148,-14.462468,0.020690,0.012475
165980.000000,0.000000,0.000000,698.922363,8.739695,-14.528935,0.020788,0.012505
165981.000000,0.000000,0.000000,698.828125,8.759348,-14.506719,0.020759,0.012534
165982.000000,0.000000,0.000000,698.733887,8.779062,-14.528752,0.020793,0.012564
165983.000000,0.000000,0.000000,698.450195,8.798487,-14.550756,0.020833,0.012597
165984.000000,0.000000,0.000000,698.639648,8.838358,-14.550847,0.020827,0.012651
165985.000000,0.000000,0.000000,698.640137,8.878077,-14.550725,0.020827,0.012708
165986.000000,0.000000,0.000000,698.356934,8.897440,-14.572637,0.020867,0.012741
165987.000000,0.000000,0.000000,698.356934,8.897440,-14.572637,0.020867,0.012741
165988.000000,0.000000,0.000000,698.167969,8.936731,-14.616918,0.020936,0.012800
165989.000000,0.000000,0.000000,697.979980,8.976236,-14.572209,0.020878,0.012860
165990.000000,0.000000,0.000000,697.886230,9.035471,-14.594304,0.020912,0.012947
165991.000000,0.000000,0.000000,697.602539,9.054895,-14.616246,0.020952,0.012980
165992.000000,0.000000,0.000000,697.320312,9.113977,-14.638097,0.020992,0.013070
165993.000000,0.000000,0.000000,697.225098,9.133585,-14.704595,0.021090,0.013100
165994.000000,0.000000,0.000000,696.942383,9.192606,-14.682134,0.021066,0.013190
165995.000000,0.000000,0.000000,696.753906,9.192484,-14.681890,0.021072,0.013193
165996.000000,0.000000,0.000000,696.470703,9.251627,-14.703740,0.021112,0.013284
165997.000000,0.000000,0.000000,696.376953,9.310831,-14.681523,0.021083,0.013370
165998.000000,0.000000,0.000000,696.188477,9.350138,-14.681340,0.021088,0.013430
165999.000000,0.000000,0.000000,696.000000,9.389566,-14.681096,0.021094,0.013491
166000.000000,0.000000,0.000000,695.528320,9.448374,-14.702855,0.021139,0.013584
166001.000000,0.000000,0.000000,695.528809,9.487955,-14.747167,0.021203,0.013641
166002.000000,0.000000,0.000000,695.056641,9.507166,-14.724614,0.021185,0.013678
166003.000000,0.000000,0.000000,694.962891,9.566339,-14.746709,0.021219,0.013765
166004.000000,0.000000,0.000000,694.868164,9.586115,-14.768743,0.021254,0.013796
166005.000000,0.000000,0.000000,694.584961,9.605539,-14.790654,0.021294,0.013829
166006.000000,0.000000,0.000000,694.397461,9.684565,-14.746099,0.021236,0.013947
166007.000000,0.000000,0.000000,694.114258,9.743708,-14.767888,0.021276,0.014038
166008.000000,0.000000,0.000000,693.925781,9.782877,-14.812139,0.021345,0.014098
166009.000000,0.000000,0.000000,693.643066,9.841959,-14.789678,0.021322,0.014189
166010.000000,0.000000,0.000000,693.548828,9.901316,-14.856053,0.021420,0.014276
166011.000000,0.000000,0.000000,693.265625,9.920679,-14.877995,0.021461,0.014310
166012.000000,0.000000,0.000000,692.982422,9.979822,-14.899816,0.021501,0.014401
166013.000000,0.000000,0.000000,692.889160,10.039194,-14.877446,0.021472,0.014489
166014.000000,0.000000,0.000000,692.795410,10.098490,-14.899510,0.021506,0.014576
166015.000000,0.000000,0.000000,692.606934,10.137857,-14.899297,0.021512,0.014637
166016.000000,0.000000,0.000000,692.229492,10.176874,-14.899022,0.021523,0.014702
166017.000000,0.000000,0.000000,692.134766,10.196650,-14.921056,0.021558,0.014732
166018.000000,0.000000,0.000000,691.852051,10.255732,-14.942906,0.021598,0.014824
166019.000000,0.000000,0.000000,691.663574,10.295160,-14.942693,0.021604,0.014885
166020.000000,0.000000,0.000000,691.380371,10.314539,-14.964665,0.021645,0.014919
166021.000000,0.000000,0.000000,691.381836,10.433252,-14.964574,0.021644,0.015090
166022.000000,0.000000,0.000000,691.098633,10.452814,-14.942082,0.021621,0.015125
166023.000000,0.000000,0.000000,690.815918,10.511896,-14.963902,0.021661,0.015217
166024.000000,0.000000,0.000000,690.532715,10.531336,-14.985875,0.021702,0.015251
166025.000000,0.000000,0.000000,690.533203,10.610437,-15.030248,0.021766,0.015366
166026.000000,0.000000,0.000000,690.534180,10.689692,-15.030126,0.021766,0.015480
166027.000000,0.000000,0.000000,690.345703,10.729227,-14.985448,0.021707,0.015542
166028.000000,0.000000,0.000000,690.157227,10.768488,-15.029698,0.021777,0.015603
166029.000000,0.000000,0.000000,690.062988,10.827692,-15.051793,0.021812,0.015691
166030.000000,0.000000,0.000000,689.779785,10.807459,-15.029424,0.021789,0.015668
166031.000000,0.000000,0.000000,689.779785,10.847132,-15.073796,0.021853,0.015725
166032.000000,0.000000,0.000000,689.780273,10.926386,-15.073644,0.021853,0.015840
166033.000000,0.000000,0.000000,689.591797,10.965754,-15.073461,0.021859,0.015902
166034.000000,0.000000,0.000000,689.498047,11.024988,-15.095494,0.021893,0.015990
166035.000000,0.000000,0.000000,689.404297,11.084421,-15.117375,0.021928,0.016078
166036.000000,0.000000,0.000000,689.310547,11.143717,-15.139470,0.021963,0.016166
166037.000000,0.000000,0.000000,689.310547,11.143656,-15.095159,0.021899,0.016166
166038.000000,0.000000,0.000000,689.122559,11.222803,-15.094853,0.021904,0.016286
166039.000000,0.000000,0.000000,689.028320,11.282007,-15.116887,0.021939,0.016374
166040.000000,0.000000,0.000000,688.934570,11.341272,-15.138982,0.021974,0.016462
166041.000000,0.000000,0.000000,688.935059,11.381052,-15.138829,0.021974,0.016520
166042.000000,0.000000,0.000000,689.125000,11.460398,-15.138982,0.021968,0.016630
166043.000000,0.000000,0.000000,689.031250,11.519770,-15.116582,0.021939,0.016719
166044.000000,0.000000,0.000000,688.937500,11.579004,-15.138646,0.021974,0.016807
166045.000000,0.000000,0.000000,688.843750,11.598658,-15.116399,0.021945,0.016838
166046.000000,0.000000,0.000000,688.844727,11.677927,-15.116277,0.021944,0.016953
166047.000000,0.000000,0.000000,688.845215,11.757227,-15.116155,0.021944,0.017068
166048.000000,0.000000,0.000000,688.656738,11.796534,-15.115972,0.021950,0.017130
166049.000000,0.000000,0.000000,688.751953,11.895655,-15.138127,0.021979,0.017271
166050.000000,0.000000,0.000000,688.469727,11.954615,-15.071385,0.021891,0.017364
166051.000000,0.000000,0.000000,688.564453,12.014292,-15.093511,0.021920,0.017448
166052.000000,0.000000,0.000000,688.565918,12.093500,-15.093419,0.021920,0.017563
166053.000000,0.000000,0.000000,688.283203,12.152521,-15.070958,0.021896,0.017656
166054.000000,0.000000,0.000000,688.000977,12.251245,-15.092809,0.021937,0.017807
166055.000000,0.000000,0.000000,688.189941,12.291101,-15.092900,0.021931,0.017860
166056.000000,0.000000,0.000000,688.190918,12.370249,-15.092778,0.021931,0.017975
166057.000000,0.000000,0.000000,688.002441,12.449228,-15.092595,0.021937,0.018095
166058.000000,0.000000,0.000000,688.097656,12.508783,-15.114781,0.021966,0.018179
166059.000000,0.000000,0.000000,688.193359,12.607889,-15.092656,0.021931,0.018320
166060.000000,0.000000,0.000000,688.194336,12.687082,-15.092534,0.021931,0.018435
166061.000000,0.000000,0.000000,688.195312,12.766321,-15.092412,0.021930,0.018550
166062.000000,0.000000,0.000000,688.196289,12.845621,-15.092320,0.021930,0.018666
166063.000000,0.000000,0.000000,688.103027,12.944468,-15.069951,0.021901,0.018812
166064.000000,0.000000,0.000000,688.009277,13.043222,-15.092076,0.021936,0.018958
166065.000000,0.000000,0.000000,688.009766,13.083002,-15.091924,0.021936,0.019016
166066.000000,0.000000,0.000000,688.104980,13.142527,-15.069737,0.021900,0.019100
166067.000000,0.000000,0.000000,688.012207,13.280970,-15.047429,0.021871,0.019303
166068.000000,0.000000,0.000000,688.201660,13.360346,-15.091863,0.021929,0.019413
166069.000000,0.000000,0.000000,688.107910,13.459360,-15.113805,0.021964,0.019560
166070.000000,0.000000,0.000000,688.203613,13.518946,-15.091619,0.021929,0.019644
166071.000000,0.000000,0.000000,688.109863,13.578302,-15.069249,0.021899,0.019733
166072.000000,0.000000,0.000000,688.110352,13.657373,-15.113591,0.021964,0.019848
166073.000000,0.000000,0.000000,687.922852,13.776041,-15.113286,0.021969,0.020026
166074.000000,0.000000,0.000000,687.830078,13.874933,-15.090917,0.021940,0.020172
166075.000000,0.000000,0.000000,687.924805,13.934290,-15.113225,0.021969,0.020256
166076.000000,0.000000,0.000000,687.831055,14.033167,-15.179601,0.022069,0.020402
166077.000000,0.000000,0.000000,687.737793,14.132029,-15.157262,0.022039,0.020549
166078.000000,0.000000,0.000000,687.738770,14.211451,-15.112645,0.021974,0.020664
166079.000000,0.000000,0.000000,687.550293,14.290430,-15.156774,0.022045,0.020785
166080.000000,0.000000,0.000000,687.740234,14.369913,-15.201207,0.022103,0.020894
166081.000000,0.000000,0.000000,687.741211,14.488703,-15.201116,0.022103,0.021067
166082.000000,0.000000,0.000000,687.836426,14.548243,-15.178990,0.022068,0.021151
166083.000000,0.000000,0.000000,687.742676,14.647165,-15.200933,0.022103,0.021297
166084.000000,0.000000,0.000000,687.554688,14.726114,-15.200719,0.022108,0.021418
166085.000000,0.000000,0.000000,687.555664,14.805353,-15.200597,0.022108,0.021533
166086.000000,0.000000,0.000000,687.556641,14.924189,-15.244847,0.022172,0.021706
166087.000000,0.000000,0.000000,687.463867,15.023020,-15.222478,0.022143,0.021853
166088.000000,0.000000,0.000000,687.464844,15.102289,-15.222356,0.022143,0.021968
166089.000000,0.000000,0.000000,687.653320,15.142023,-15.266942,0.022202,0.022020
166090.000000,0.000000,0.000000,687.560547,15.280680,-15.244420,0.022172,0.022224
166091.000000,0.000000,0.000000,687.466797,15.339914,-15.266515,0.022207,0.022314
166092.000000,0.000000,0.000000,687.467773,15.419184,-15.266393,0.022207,0.022429
166093.000000,0.000000,0.000000,687.468750,15.538004,-15.266301,0.022207,0.022602
166094.000000,0.000000,0.000000,687.375977,15.676462,-15.288243,0.022241,0.022806
166095.000000,0.000000,0.000000,687.470215,15.696299,-15.310521,0.022271,0.022832
