EventCounter,Sync,Aux,Fz,Mx,My,COPx,COPy
190799.000000,0.000000,0.000000,785.625977,27.861891,1.414568,-0.001801,0.035465
190800.000000,0.000000,0.000000,785.531250,27.881605,1.392535,-0.001773,0.035494
190801.000000,0.000000,0.000000,785.436523,27.861601,1.370379,-0.001745,0.035473
190802.000000,0.000000,0.000000,785.248047,27.861357,1.414935,-0.001802,0.035481
190803.000000,0.000000,0.000000,785.248047,27.900969,1.370623,-0.001745,0.035531
190804.000000,0.000000,0.000000,785.248047,27.900969,1.370623,-0.001745,0.035531
190805.000000,0.000000,0.000000,785.342773,27.920973,1.392779,-0.001773,0.035553
190806.000000,0.000000,0.000000,785.249023,27.940748,1.370745,-0.001746,0.035582
190807.000000,0.000000,0.000000,785.249023,27.940748,1.370745,-0.001746,0.035582
190808.000000,0.000000,0.000000,785.249023,27.940748,1.370745,-0.001746,0.035582
190809.000000,0.000000,0.000000,785.437500,27.980452,1.326189,-0.001688,0.035624
190810.000000,0.000000,0.000000,785.343750,28.000166,1.304095,-0.001661,0.035653
190811.000000,0.000000,0.000000,785.343750,28.000166,1.304095,-0.001661,0.035653
190812.000000,0.000000,0.000000,785.437500,27.980452,1.326189,-0.001688,0.035624
190813.000000,0.000000,0.000000,785.532715,28.040022,1.304003,-0.001660,0.035696
190814.000000,0.000000,0.000000,785.722168,28.079863,1.303912,-0.001660,0.035738
190815.000000,0.000000,0.000000,785.816406,28.060209,1.281634,-0.001631,0.035708
190816.000000,0.000000,0.000000,785.722168,28.079863,1.303912,-0.001660,0.035738
190817.000000,0.000000,0.000000,786.005371,28.099882,1.281420,-0.001630,0.035750
190818.000000,0.000000,0.000000,786.194336,28.100111,1.325640,-0.001686,0.035742
190819.000000,0.000000,0.000000,786.383789,28.100447,1.325549,-0.001686,0.035734
190820.000000,0.000000,0.000000,786.477539,28.080671,1.258837,-0.001601,0.035704
190821.000000,0.000000,0.000000,786.855469,28.081099,1.258532,-0.001599,0.035688
190822.000000,0.000000,0.000000,786.949707,28.100935,1.236254,-0.001571,0.035709
190823.000000,0.000000,0.000000,787.137695,28.101149,1.191729,-0.001514,0.035700
190824.000000,0.000000,0.000000,787.516113,28.141142,1.191363,-0.001513,0.035734
190825.000000,0.000000,0.000000,787.611328,28.161146,1.213549,-0.001541,0.035755
190826.000000,0.000000,0.000000,787.895020,28.181334,1.235491,-0.001568,0.035768
190827.000000,0.000000,0.000000,788.178223,28.201506,1.213122,-0.001539,0.035781
190828.000000,0.000000,0.000000,788.461426,28.181944,1.190661,-0.001510,0.035743
190829.000000,0.000000,0.000000,788.650391,28.182234,1.234881,-0.001566,0.035735
190830.000000,0.000000,0.000000,788.838867,28.182447,1.190386,-0.001509,0.035726
190831.000000,0.000000,0.000000,789.217773,28.222563,1.234484,-0.001564,0.035760
190832.000000,0.000000,0.000000,789.595703,28.223036,1.234148,-0.001563,0.035744
190833.000000,0.000000,0.000000,789.878418,28.203505,1.211687,-0.001534,0.035706
190834.000000,0.000000,0.000000,790.068359,28.243376,1.211596,-0.001534,0.035748
190835.000000,0.000000,0.000000,790.351562,28.224012,1.233569,-0.001561,0.035711
190836.000000,0.000000,0.000000,790.634766,28.244093,1.255480,-0.001588,0.035723
190837.000000,0.000000,0.000000,790.918457,28.264280,1.233141,-0.001559,0.035736
190838.000000,0.000000,0.000000,791.201172,28.244780,1.210619,-0.001530,0.035699
190839.000000,0.000000,0.000000,791.485352,28.264936,1.232561,-0.001557,0.035711
190840.000000,0.000000,0.000000,791.579102,28.245161,1.254626,-0.001585,0.035682
190841.000000,0.000000,0.000000,791.863281,28.304991,1.276690,-0.001612,0.035745
190842.000000,0.000000,0.000000,792.146484,28.285521,1.254198,-0.001583,0.035707
190843.000000,0.000000,0.000000,792.524414,28.285994,1.253863,-0.001582,0.035691
190844.000000,0.000000,0.000000,792.902344,28.286375,1.297839,-0.001637,0.035674
190845.000000,0.000000,0.000000,793.090820,28.286589,1.253344,-0.001580,0.035666
190846.000000,0.000000,0.000000,793.375000,28.306929,1.275439,-0.001608,0.035679
190847.000000,0.000000,0.000000,793.846680,28.287626,1.297167,-0.001634,0.035634
190848.000000,0.000000,0.000000,794.130859,28.307814,1.319109,-0.001661,0.035646
190849.000000,0.000000,0.000000,794.319336,28.268446,1.318926,-0.001660,0.035588
190850.000000,0.000000,0.000000,794.602539,28.249006,1.340868,-0.001687,0.035551
190851.000000,0.000000,0.000000,794.886719,28.308653,1.362810,-0.001714,0.035613
190852.000000,0.000000,0.000000,795.263672,28.269636,1.362536,-0.001713,0.035548
190853.000000,0.000000,0.000000,795.453125,28.269911,1.406725,-0.001768,0.035539
190854.000000,0.000000,0.000000,795.641602,28.270063,1.362200,-0.001712,0.035531
190855.000000,0.000000,0.000000,795.831055,28.270353,1.406420,-0.001767,0.035523
190856.000000,0.000000,0.000000,796.114258,28.250868,1.472704,-0.001850,0.035486
190857.000000,0.000000,0.000000,796.397461,28.231337,1.450213,-0.001821,0.035449
190858.000000,0.000000,0.000000,796.681152,28.251493,1.472155,-0.001848,0.035461
190859.000000,0.000000,0.000000,797.059570,28.252119,1.516283,-0.001902,0.035445
190860.000000,0.000000,0.000000,796.964844,28.232252,1.538561,-0.001931,0.035425
190861.000000,0.000000,0.000000,797.342773,28.232634,1.582568,-0.001985,0.035408
190862.000000,0.000000,0.000000,797.531738,28.232847,1.538012,-0.001928,0.035400
190863.000000,0.000000,0.000000,797.625977,28.173613,1.560076,-0.001956,0.035322
190864.000000,0.000000,0.000000,797.720703,28.193602,1.582262,-0.001983,0.035343
190865.000000,0.000000,0.000000,798.192871,28.174467,1.648455,-0.002065,0.035298
190866.000000,0.000000,0.000000,798.381836,28.174620,1.648241,-0.002064,0.035290
190867.000000,0.000000,0.000000,798.381348,28.135099,1.648272,-0.002065,0.035240
190868.000000,0.000000,0.000000,798.569824,28.095610,1.692339,-0.002119,0.035182
190869.000000,0.000000,0.000000,798.665039,28.115614,1.714495,-0.002147,0.035203
190870.000000,0.000000,0.000000,798.759277,28.095900,1.736529,-0.002174,0.035174
190871.000000,0.000000,0.000000,798.759277,28.095900,1.736529,-0.002174,0.035174
190872.000000,0.000000,0.000000,799.042480,28.076521,1.758501,-0.002201,0.035138
190873.000000,0.000000,0.000000,799.042480,28.076521,1.758501,-0.002201,0.035138
190874.000000,0.000000,0.000000,799.042480,28.036879,1.802843,-0.002256,0.035088
190875.000000,0.000000,0.000000,799.231445,28.037230,1.802782,-0.002256,0.035080
190876.000000,0.000000,0.000000,799.231934,28.037169,1.847063,-0.002311,0.035080
190877.000000,0.000000,0.000000,799.420898,27.997969,1.891314,-0.002366,0.035023
190878.000000,0.000000,0.000000,799.326172,27.978102,1.913592,-0.002394,0.035002
190879.000000,0.000000,0.000000,799.326172,27.978102,1.913592,-0.002394,0.035002
190880.000000,0.000000,0.000000,799.326172,27.938459,1.957903,-0.002449,0.034953
190881.000000,0.000000,0.000000,799.325684,27.898741,1.957751,-0.002449,0.034903
190882.000000,0.000000,0.000000,799.420410,27.879194,2.024310,-0.002532,0.034874
190883.000000,0.000000,0.000000,799.419922,27.839582,2.068621,-0.002588,0.034825
190884.000000,0.000000,0.000000,799.419922,27.839582,2.068621,-0.002588,0.034825
190885.000000,0.000000,0.000000,799.419922,27.839582,2.068621,-0.002588,0.034825
190886.000000,0.000000,0.000000,799.419922,27.800032,2.112933,-0.002643,0.034775
190887.000000,0.000000,0.000000,799.325195,27.780165,2.135211,-0.002671,0.034755
190888.000000,0.000000,0.000000,799.419434,27.720869,2.157244,-0.002699,0.034676
190889.000000,0.000000,0.000000,799.325195,27.700804,2.179369,-0.002727,0.034655
190890.000000,0.000000,0.000000,799.230469,27.680967,2.201647,-0.002755,0.034635
190891.000000,0.000000,0.000000,799.229980,27.641417,2.201678,-0.002755,0.034585
190892.000000,0.000000,0.000000,799.230469,27.641523,2.290453,-0.002866,0.034585
190893.000000,0.000000,0.000000,799.230469,27.601881,2.334765,-0.002921,0.034536
190894.000000,0.000000,0.000000,799.135742,27.542295,2.356890,-0.002949,0.034465
190895.000000,0.000000,0.000000,799.230469,27.562300,2.379076,-0.002977,0.034486
190896.000000,0.000000,0.000000,799.230469,27.522749,2.423388,-0.003032,0.034437
190897.000000,0.000000,0.000000,799.135742,27.502745,2.401202,-0.003005,0.034416
190898.000000,0.000000,0.000000,799.135254,27.463163,2.445513,-0.003060,0.034366
190899.000000,0.000000,0.000000,799.040527,27.443296,2.467791,-0.003088,0.034345
190900.000000,0.000000,0.000000,799.040527,27.403746,2.512133,-0.003144,0.034296
190901.000000,0.000000,0.000000,798.946289,27.383726,2.578722,-0.003228,0.034275
190902.000000,0.000000,0.000000,798.852051,27.363890,2.601000,-0.003256,0.034254
